sentence_1,sentence_2,label,source
ජාතික උරුමයන් සුරැකීම පුරවැසියන්ගේ වගකීමක් ලෙස සැලකේ,ජාතික උරුමයන් සුරැකීම පුරවැසියන්ගේ වගකීමක් විදිහට සැලකේ,0.85,paraphrase
සාහිත්‍ය කෘති පරිශීලනයෙන් මිනිස් මනස සහ රසවින්දනය දියුණු වේ,ආර්ථික වර්ධනය ජන ජීවන මට්ටම ඉහළ නැංවීමට උපකාරී වේ,0.18,unrelated
නමුත් එය තුලනය කිරීමට කිසිදා නොහැකි වනු ඇත,නමුත් එය තුලනය කිරීමට කිසිදා නොහැකි වනු පවතී,0.85,paraphrase
වෛද්‍ය පර්යේෂණ මගින් මාරාන්තික රෝග සඳහා නව ඖෂධ සොයා ගනී,මව තම දරුවාට ආදරයෙන් කෑම කැවූවාය,0.3,unrelated
දේශීය සංචාරක ස්ථාන ප්‍රවර්ධනය කිරීමෙන් රටට ආදායම් මාර්ග උදා වේ,සූර්ය බලශක්තිය භාවිත කිරීමෙන් සොබාදහමට හානියක් නොවන සේ බලශක්තිය නිපදවිය හැක,0.27,unrelated
සාහිත්‍යය මගින් මිනිසාගේ චින්තනය සහ රසඥතාව වර්ධනය වේ,වෛද්‍ය පර්යේෂණ මගින් මාරාන්තික රෝග සඳහා නව ඖෂධ සොයා ගනී,0.0,existing
එම ප්‍රත්‍යක්ෂයන්ගේ නිරවද්‍යම යැයි සැලකිය හැකි ප්‍රත්‍යක්ෂයන් විද්‍යාව ලෙස හැදින්වේ,නීතිය සමාජයේ සාමය සහ සාධාරණත්වය රැක ගනී,0.2,unrelated
ශ්‍රී ලංකාව ඉන්දියන් සාගරයේ පිහිටි දූපතකි,කොටස් වෙළඳපොල උච්චාවචනය වීම රටක ආර්ථිකයට සෘජුව බලපායි,0.0,existing
විභාගය සඳහා හොඳින් සූදානම් වීම ජයග්‍රහණයට මගකි,සාහිත්‍ය කෘති පරිශීලනයෙන් මිනිස් මනස සහ රසවින්දනය දියුණු වේ,0.26,unrelated
සෞඛ්‍යය රැකගැනීමට ප්‍රමාණවත් ජලය පානය කළ යුතුය,සෞඛ්‍යය රැකගැනීමට ප්‍රමාණවත් ජලය පානය කළ යුතුය,1.0,identity
රටක් ප්‍රගතිය කරා ගමන් කිරීමට නම් සමාජය තුළ සමගිය තිබිය යුතුය,පරිගණකය අද කාලයේ නැතුවම බැරි මෙවලමකි,0.17,unrelated
"විවිධ නම් ගණනාවකින් පුරාණයේ හැඳින්වූ මෙම දූපත""නම් දහසක් ඇති දූපත""ලෙස ප්‍රචලිත ද විය","විවිධ නම් ගණනාවකින් පුරාණයේ හැඳින්වූ මෙම දූපත""නම් දහසක් ඇති දූපත""ලෙස ප්‍රචලිත ද විය",1.0,identity
ගස් වැල් කැපීම නිසා පෘථිවිය උණුසුම් වේ,තම කැමැත්ත ප්‍රකාශ කිරීමට ඡන්දය පාවිච්චි කිරීම පුරවැසිකම හා බැඳුණු අයිතියකි,0.02,unrelated
විභාගය සඳහා හොඳින් සූදානම් වීම ජයග්‍රහණයට මගකි,විභාගය සඳහා උතුම්ින් සූදානම් වීම ජයග්‍රහණයට මගකි,0.85,paraphrase
ඡන්දය ප්‍රකාශ කිරීම පුරවැසියෙකු සතු මූලික අයිතිවාසිකමකි,වන සතුන් ආරක්ෂා කිරීම ජෛව විවිධත්වය රැක ගැනීමට අත්‍යවශ්‍ය වේ,0.05,unrelated
සිංහල බසින් පවතින ව්‍යාපෘතිවල සිංහල මුල් පිටුව වෙතද අනෙකුත් ව්‍යාපෘතිවල ඉංග්‍රීසි මුල් පිටුව වෙතද සබැඳි පහත දැක්වේ,කාලයට කෑම බීම ගැනීමෙන් රෝග වැළඳීම වැළැක්විය හැක,0.25,unrelated
නවීන යන්ත්‍රෝපකරණ භාවිතයෙන් කෘෂිකාර්මික අස්වැන්න වැඩි කළ හැක,ජාතික උරුමයන් සුරැකීම පුරවැසියන්ගේ වගකීමක් ලෙස සැලකේ,0.13,unrelated
වෛද්‍ය පර්යේෂණ මගින් මාරාන්තික රෝග සඳහා නව ඖෂධ සොයා ගනී,නවීන වෛද්‍ය සොයාගැනීම් හරහා අසාධ්‍ය ලෙඩ රෝග සුව කිරීමට හැකි වී තිබේ,0.7,existing
අධ්‍යාපනය රටක සංවර්ධනයට මූලික වේ,ක්ෂේත්‍ර රාශියක ප්‍රගතිය සඳහා දැනුම සහ අධ්‍යාපනය පදනම සපයයි,0.6,existing
සීගිරිය යනු ලොව පුරා ප්‍රසිද්ධ ඓතිහාසික කලාගාරයකි,වැසි කාලයට ඩෙංගු රෝගය පැතිරීමේ අවදානම වැඩිය,0.13,unrelated
පරිසර උෂ්ණත්වය ඉහළ යාම නිසා ධ්‍රැවීය ප්‍රදේශවල අයිස් තට්ටු දියවී යයි,ලංකාව යනු ඉන්දීය සාගරයේ පිහිටා ඇති දූපතක් වන රටකි,0.14,unrelated
ශ්‍රී ලංකාව ඉන්දියන් සාගරයේ පිහිටි දූපතකි,ශ්‍රී ලංකාවේ ඉතිහාසය දිගු කාලයකට පැතිරී ඇත,0.03,unrelated
ජාතික උරුමයන් සුරැකීම පුරවැසියන්ගේ වගකීමක් ලෙස සැලකේ,ජාතික උරුමයන් සුරැකීම පුරවැසියන්ගේ වගකීමක් ලෙස සැලකේ,1.0,identity
අනුරාධපුරය පැරණි රජදහනක් ලෙස හැඳින්වේ,අනුරාධපුරය ශ්‍රී ලංකාවේ පුරාණ අගනුවරක් විය,0.8,existing
ලෝකයේ පවතින දැවැන්තම ක්‍රීඩා තරඟාවලිය ඔලිම්පික් උළෙලයි,කය වෙහෙසා කරන සෙල්ලම් මගින් ශාරීරික සුවය මෙන්ම මානසික සතුටද ලැබේ,0.13,unrelated
